	size	cluster.LR	pvalue	FDR
2266	5	4.42777608239644	0.351197474181455	0.870659882626295
34168	2	0.869094823645368	0.351206021631194	0.870659882626295
7808	3	2.0927352243546	0.351211170109042	0.870659882626295
26016	2	0.868968175120417	0.351241119815548	0.870659882626295
23374	2	0.868952571532814	0.351245444378224	0.870659882626295
9169	4	3.27342070235263	0.351359153429632	0.87088114897879
23053	7	6.68076833001931	0.351380730986263	0.87088114897879
33396	4	3.27288210992272	0.351434818869582	0.870894301463223
32722	2	0.868167979620535	0.351462989056809	0.870894301463223
22103	3	2.09126461821178	0.35146951172919	0.870894301463223
1248	3	2.09107689163838	0.351502503361063	0.870894301463223
3672	2	0.867996602248957	0.351510531491858	0.870894301463223
31890	2	0.867947672500645	0.351524106884537	0.870894301463223
466	3	2.09071420541878	0.351566251698111	0.870906746432707
20660	4	3.27165668952865	0.351607027703257	0.870906746432707
7986	3	2.09047768454518	0.351607830535118	0.870906746432707
19790	2	0.867597876046153	0.351621177548269	0.870906746432707
14082	5	4.42370619857065	0.351690047132229	0.871020320906116
25665	2	0.867072715128995	0.351766981567734	0.87114642977462
36540	2	0.866967940477506	0.351796080736221	0.87114642977462
24780	2	0.866738660028311	0.351859770477621	0.87114642977462
35472	2	0.866700882173259	0.351870265955149	0.87114642977462
5669	3	2.08891506293686	0.351882652878795	0.87114642977462
9753	3	2.08870901549547	0.351918907006427	0.87114642977462
749	2	0.86651508396974	0.351921890793197	0.87114642977462
10024	3	2.08848769736279	0.351957852178883	0.87114642977462
35210	2	0.866376196839431	0.351960487933658	0.87114642977462
32468	2	0.866290336127653	0.351984351765292	0.87114642977462
675	4	3.26890375531215	0.351994165938633	0.87114642977462
33928	5	4.42080016894824	0.352042096504993	0.871161493958777
15221	9	8.88538678149407	0.352056742446302	0.871161493958777
2839	2	0.865984731004481	0.352069308516078	0.871161493958777
3530	2	0.865775199299964	0.352127573485423	0.871248702022052
8118	3	2.08728648414208	0.352169303884758	0.87124929524492
411	3	2.08713843670806	0.352195373730529	0.87124929524492
87	8	7.78213230223559	0.352196875969773	0.87124929524492
25816	2	0.865126865073594	0.352307940648693	0.871387393735171
18159	2	0.865118029704417	0.352310399526933	0.871387393735171
34529	2	0.865009255833601	0.352340673152606	0.871387393735171
12052	3	2.0861669608617	0.352366489935369	0.871387393735171
748	7	6.6707890041097	0.352367824174895	0.871387393735171
8748	3	2.08518190800406	0.352540082490244	0.87164193218728
36122	3	2.08512165179785	0.3525507040142	0.87164193218728
28772	3	2.08506935016942	0.352559923622712	0.87164193218728
18185	2	0.864211257012056	0.352562878452753	0.87164193218728
25311	2	0.864105085305845	0.352592456716679	0.871656482100118
37172	2	0.863979477620085	0.352627454004198	0.871656482100118
29345	3	2.08458151534791	0.352645929615173	0.871656482100118
29374	2	0.863859488372694	0.352660890290044	0.871656482100118
31451	2	0.863718099121285	0.352700295470937	0.87169694915386
22287	4	3.26306332895953	0.352816716008976	0.871927741548629
29909	3	2.08326496200868	0.352878144625748	0.872022609305
2393	3	2.08265936912162	0.352985011051511	0.872177757191044
23845	2	0.862427604136786	0.353060234404632	0.872177757191044
11733	3	2.08221899794128	0.353062741821775	0.872177757191044
6680	3	2.08210522851869	0.353082826265156	0.872177757191044
23969	3	2.08209773750766	0.353084148741306	0.872177757191044
35533	2	0.862233733319448	0.353114351299153	0.872177757191044
33696	2	0.862171618520206	0.353131692354982	0.872177757191044
33175	2	0.86212725318191	0.353144078872405	0.872177757191044
12318	5	4.41168139388846	0.353148605094798	0.872177757191044
28335	3	2.0816036760352	0.353171382152744	0.872177757191044
24764	2	0.861857525491488	0.353219397884869	0.872190548361642
3285	8	7.77089718652396	0.353228948248653	0.872190548361642
12017	3	2.08118286586982	0.353245699024659	0.872190548361642
34078	2	0.861579126106195	0.353297161406319	0.872214866812902
23304	3	2.08075469922924	0.353321331132282	0.872214866812902
15741	3	2.08073570036872	0.353324687499567	0.872214866812902
10788	3	2.08054066940873	0.353359143806047	0.872243031338615
13619	3	2.0803712031592	0.353389086299009	0.872260050875386
18566	2	0.860827027798288	0.353507357208164	0.872401564936467
21240	6	5.54060441299012	0.353514000565289	0.872401564936467
18975	5	4.40866220729213	0.353515573636994	0.872401564936467
17427	6	5.53897158642081	0.353691427237902	0.872587910219493
26092	4	3.25668489818389	0.353716942339127	0.872587910219493
32571	2	0.860039496757333	0.353727638930221	0.872587910219493
21140	2	0.859965289470651	0.353748405254981	0.872587910219493
22168	3	2.07833153032174	0.353749669195732	0.872587910219493
14488	3	2.07832326339728	0.353751131409649	0.872587910219493
6133	2	0.859950734168872	0.353752478637047	0.872587910219493
25868	2	0.859832566159389	0.353785550984429	0.872612614869441
12595	3	2.07783064675382	0.353838273988668	0.872685781516788
19724	2	0.859344098177997	0.353922306132656	0.872775478727811
15554	7	6.65494942145908	0.353938630491674	0.872775478727811
4260	3	2.07723412280981	0.353943826230366	0.872775478727811
6264	2	0.859042236116045	0.354006853827292	0.872861812674551
17949	3	2.07657135952341	0.354061136153206	0.872861812674551
8046	2	0.85876400204888	0.354084808084938	0.872861812674551
9140	3	2.076266313526	0.354115142737935	0.872861812674551
31512	2	0.858648430991724	0.354117195117878	0.872861812674551
2992	3	2.07625361030999	0.354117391945654	0.872861812674551
4767	2	0.858566053768705	0.354140282556089	0.872861812674551
26895	2	0.858413011755216	0.354183180314774	0.872889958825149
12976	3	2.07571007175064	0.354213643252665	0.872889958825149
3287	2	0.858278482238473	0.354220894880215	0.872889958825149
338	7	6.65103413651477	0.354327674342152	0.872926647934023
33038	3	2.07496751215808	0.354345180038936	0.872926647934023
22800	3	2.07490976456519	0.354355411477245	0.872926647934023
4262	3	2.07481942359335	0.354371418244884	0.872926647934023
27596	2	0.857739890551335	0.354371940948525	0.872926647934023
21759	4	3.25203705415874	0.354374174783552	0.872926647934023
17481	3	2.07454070694054	0.354420806293895	0.872927296738553
17733	3	2.07450206194825	0.354427654654721	0.872927296738553
5452	3	2.07441189462925	0.354443633910621	0.872927296738553
10233	2	0.857277250104177	0.354501757126117	0.873013632235491
24460	2	0.857067248648777	0.354560704672341	0.873082792839467
2895	3	2.07360714775609	0.354586281310508	0.873082792839467
4272	7	6.64830486622138	0.354599049007437	0.873082792839467
19373	3	2.07309321728703	0.354677409365317	0.873163517374994
5799	5	4.39901820199653	0.354689787732458	0.873163517374994
34978	3	2.07295991722175	0.354701049414024	0.873163517374994
26115	2	0.856284896760751	0.35478042946192	0.873244339486299
23778	4	3.2491591706033	0.35478165499434	0.873244339486299
14527	6	5.52854509908833	0.354825959280431	0.873244339486299
23579	3	2.07225450962167	0.354826175887024	0.873244339486299
33179	2	0.855920214899236	0.354882914632546	0.873279813498608
22559	3	2.0719131698616	0.354886739195915	0.873279813498608
27318	3	2.07154585304441	0.354951923115271	0.873383426449551
37767	2	0.855589775005278	0.354975811909972	0.873385423062332
34263	3	2.07121969313073	0.355009813379816	0.873412299107619
6843	4	3.24703727667319	0.355082354525918	0.873449499521393
11170	3	2.07068174150586	0.355105315276068	0.873449499521393
13837	4	3.24683190260731	0.355111470381004	0.873449499521393
25376	2	0.85508689994797	0.355117250148911	0.873449499521393
7843	3	2.07013155864926	0.355203015142025	0.873471574876005
21581	5	4.39462186945776	0.355226092801647	0.873471574876005
13670	9	8.84847946701353	0.35523896940994	0.873471574876005
22706	4	3.24567594819522	0.355275388489925	0.873471574876005
892	3	2.06970876047553	0.355278112672573	0.873471574876005
19379	2	0.854286914642117	0.35534241244459	0.873471574876005
18738	9	8.8470772744888	0.355360243621113	0.873471574876005
35772	3	2.06910022051563	0.355386229584323	0.873471574876005
17342	4	3.2447805325489	0.355402406413961	0.873471574876005
33167	2	0.854054155865727	0.355407960990939	0.873471574876005
23121	4	3.24470362319478	0.35541331811681	0.873471574876005
3033	2	0.853999163270574	0.355423450192599	0.873471574876005
10048	2	0.853989186123487	0.355426260452636	0.873471574876005
14323	3	2.0686387876661	0.355468232483968	0.873518000557643
26043	4	3.24398538126189	0.355515234463579	0.873553628335302
34722	2	0.85362488321	0.355528894394352	0.873553628335302
3559	7	6.63863247431098	0.355561974719124	0.87357819366528
20507	2	0.853230015247624	0.355640185190742	0.873713628609467
11219	9	8.84196818166402	0.355802355366997	0.874053840128765
7549	3	2.06637317297512	0.355871137672707	0.874053840128765
20918	2	0.852372624082651	0.355881999340015	0.874053840128765
8736	2	0.852356189950884	0.35588663653757	0.874053840128765
18797	2	0.852329593406317	0.355894141425363	0.874053840128765
1532	3	2.06573813271459	0.35598415186389	0.874054911397129
19897	5	4.38826457449751	0.356002750907854	0.874054911397129
537	2	0.851933276576919	0.356005997945068	0.874054911397129
26749	3	2.06527634877618	0.356066355235403	0.874054911397129
10290	3	2.06521999019135	0.356076389074718	0.874054911397129
27042	2	0.851666723451209	0.356081257043281	0.874054911397129
26040	2	0.851641654789915	0.356088336096992	0.874054911397129
28408	2	0.851396075817651	0.356157694508184	0.874054911397129
14704	2	0.851361759118455	0.35616738798431	0.874054911397129
3456	6	5.51619655729862	0.356173138129161	0.874054911397129
36120	2	0.85133649880585	0.356174523523967	0.874054911397129
34584	2	0.851265960618294	0.356194450207284	0.874054911397129
34132	2	0.851224705780597	0.356206105199862	0.874054911397129
8249	4	3.23888265249892	0.356240025348348	0.874054911397129
37827	2	0.851101189300545	0.356241003231536	0.874054911397129
11699	3	2.06373537403323	0.356340805582205	0.87411492435239
19704	2	0.850665947373054	0.356364012747467	0.87411492435239
14629	3	2.06348228734883	0.356385900991907	0.87411492435239
3842	2	0.850503268058655	0.356410004667412	0.87411492435239
2253	5	4.38474557188498	0.356433238625281	0.87411492435239
7518	3	2.06306787259863	0.356459754430198	0.87411492435239
11249	3	2.06295955210461	0.356479060901364	0.87411492435239
27652	2	0.850256477614088	0.356479791627156	0.87411492435239
6160	3	2.06293468975577	0.356483492382291	0.87411492435239
10442	2	0.850139431000068	0.356512896410743	0.87411492435239
10655	3	2.06273253976683	0.356519525770319	0.87411492435239
35041	3	2.06253468812897	0.356554796500935	0.874144770899423
13531	4	3.23597240835882	0.356653968852724	0.874266549410805
28329	2	0.849507785351021	0.356691620190536	0.874266549410805
24343	2	0.849502930448614	0.356692994358324	0.874266549410805
27294	2	0.849489233608365	0.356696871253296	0.874266549410805
1783	3	2.06150365739165	0.356738653364748	0.874309986048492
8470	4	3.23522182581362	0.356760796769721	0.874309986048492
4492	4	3.2348296621133	0.356816623142808	0.874328063068789
6350	3	2.06103106015642	0.356822960175787	0.874328063068789
17839	2	0.848992609773138	0.35683747984359	0.874328063068789
32156	4	3.23418320909785	0.3569086653222	0.874428417223591
29949	2	0.848603959760417	0.356947570967372	0.874428417223591
23314	5	4.38038471345576	0.356967284365541	0.874428417223591
31788	3	2.06016588530903	0.356977350692134	0.874428417223591
28999	3	2.0598471493585	0.357034245983253	0.874428417223591
32626	3	2.05973883093701	0.357053583199865	0.874428417223591
23449	3	2.05969516708774	0.357061378451877	0.874428417223591
20059	3	2.05968453601259	0.357063276430095	0.874428417223591
582	4	3.23270688055099	0.357118942508911	0.874453095508716
18471	3	2.05930773265709	0.357130554087849	0.874453095508716
3145	6	5.50733108693616	0.35714267022349	0.874453095508716
15507	2	0.847823649660009	0.357168746641405	0.874460369089831
36746	2	0.84760367986157	0.357231130157489	0.874517296013216
32536	2	0.84748345255618	0.357265232987255	0.874517296013216
35061	4	3.23163045791086	0.357272327685326	0.874517296013216
501	3	2.05844005747317	0.357285524360985	0.874517296013216
10876	4	3.23138344130736	0.35730753443567	0.874517296013216
12285	3	2.05814148237149	0.357338866623437	0.874537425389975
31443	2	0.8469949884463	0.357403833248241	0.87463986247093
31523	3	2.05764784482287	0.357427075449859	0.874640184758527
20271	5	4.37621689437624	0.35747828157683	0.874708931567642
23189	4	3.22992314215139	0.357515729116912	0.874744005958019
16238	4	3.2297397088396	0.357541888603614	0.874751458794517
8788	3	2.05670717795555	0.357595224893591	0.874825396336318
14712	2	0.846192783025094	0.357631616920414	0.874857874343609
12719	3	2.05613123834401	0.357698216349552	0.874948211914169
9807	3	2.05601178340808	0.357719581396343	0.874948211914169
12690	2	0.845804683701409	0.357741888046522	0.874948211914169
12298	4	3.22820358734023	0.357761020434703	0.874948211914169
826	4	3.22735808018026	0.357881683866565	0.875129176962708
14025	3	2.05498899567805	0.357902563779711	0.875129176962708
27474	2	0.845097702934926	0.357942883399725	0.875129176962708
1107	3	2.05467168604376	0.357959351250207	0.875129176962708
17771	5	4.37219132039598	0.357972388021024	0.875129176962708
2695	3	2.05454787510122	0.357981511578457	0.875129176962708
31946	2	0.844907868558297	0.357996879927513	0.875129176962708
13987	8	7.71840421893798	0.358078420459267	0.875176555770762
34912	3	2.05400300171502	0.358079052163876	0.875176555770762
6346	5	4.37118000488132	0.358096603616673	0.875176555770762
26201	2	0.844512670464804	0.358109326059415	0.875176555770762
6225	2	0.844370001900691	0.358149931619796	0.875176555770762
3141	3	2.05343538674723	0.358180692101112	0.875176555770762
21976	4	3.22523989944296	0.358184126818179	0.875176555770762
37709	2	0.844114125489485	0.358222773641464	0.875176555770762
11390	3	2.05309295166062	0.358242024169686	0.875176555770762
13600	3	2.05289077754839	0.358278239631712	0.875176555770762
19117	3	2.05286323126678	0.358283174282337	0.875176555770762
37738	2	0.843864844328679	0.358293757731654	0.875176555770762
6333	3	2.05221616182046	0.358399110083558	0.875283228214069
28798	2	0.84334282413608	0.358442468309162	0.875283228214069
12387	5	4.36834846076033	0.358444571453823	0.875283228214069
10005	4	3.2229881815109	0.3585058792128	0.875283228214069
33964	2	0.84295442175143	0.358553169551296	0.875283228214069
3871	2	0.842935122182452	0.358558671480319	0.875283228214069
1097	2	0.842856741298772	0.358581017527771	0.875283228214069
3684	7	6.60837278732882	0.358586411058849	0.875283228214069
24625	2	0.842793479829466	0.358599054492669	0.875283228214069
30377	4	3.22228909227858	0.358605824287211	0.875283228214069
14331	2	0.842700221742494	0.358625646299415	0.875283228214069
3244	3	2.05088460640445	0.358637803671239	0.875283228214069
19141	4	3.22206346297716	0.358638086453405	0.875283228214069
27679	2	0.842511870315452	0.358679361489681	0.875288734854691
235	4	3.22172422456215	0.358686598025191	0.875288734854691
11808	3	2.05041541284298	0.358721948815134	0.875318560596876
16748	6	5.49266643943232	0.358750702562166	0.875332286065871
13117	3	2.05001189436023	0.358794331585092	0.875351614170901
33424	2	0.842071883455919	0.35880488269918	0.875351614170901
30818	3	2.04963723787091	0.358861550193197	0.875387160048173
2539	3	2.04961403587986	0.358865713368583	0.875387160048173
6822	4	3.22018945302004	0.358906143438604	0.875409696907225
9120	2	0.841664298585521	0.358921214049289	0.875409696907225
15529	4	3.2196544555789	0.358982700856129	0.875503241178055
22988	4	3.2191799566681	0.35905061282986	0.875546117108044
4691	3	2.04856800582709	0.359053454620599	0.875546117108044
19331	3	2.04847760358018	0.359069684606932	0.875546117108044
30901	2	0.840897740346872	0.35914014282282	0.875572959915769
14853	7	6.60270442402482	0.359154975478194	0.875572959915769
20840	2	0.840827902484632	0.359160097623124	0.875572959915769
14397	4	3.21826302282379	0.359181879140376	0.875572959915769
20526	3	2.04777210317196	0.359196368854099	0.875572959915769
13343	2	0.840482492979836	0.359258814054239	0.875585077448396
15674	3	2.04736790708025	0.359268969074257	0.875585077448396
23878	3	2.04708206486524	0.359320319862679	0.875585077448396
31747	4	3.21722936607447	0.359329905001556	0.875585077448396
20221	2	0.840213122417591	0.359335824822775	0.875585077448396
12427	4	3.21713289314699	0.359343723195175	0.875585077448396
21690	3	2.04682823250301	0.359365926319509	0.875585077448396
1072	4	3.21671038154153	0.359404246591603	0.875585077448396
30208	3	2.04657582254576	0.359411282950615	0.875585077448396
31040	2	0.839874400908653	0.359432694690014	0.875585077448396
36774	2	0.839686539671368	0.35948643601231	0.875650520943882
25830	2	0.839618740371921	0.359505834022778	0.875650520943882
35908	3	2.04587635030694	0.359537004041308	0.875651427242856
3852	4	3.21567582537193	0.35955248056212	0.875651427242856
12132	8	7.70210629007077	0.359593245255445	0.875694354284638
11962	2	0.839202889757206	0.359624844280828	0.875714956675602
3827	5	4.35822791837387	0.359690467311916	0.875818402231664
23132	5	4.35727642886024	0.359807776676453	0.876047678596051
12612	2	0.83841650095648	0.359850045364124	0.876087100691385
8473	3	2.04402337229883	0.359870265479794	0.876087100691385
34145	2	0.838027277912312	0.359961580460413	0.876119769309047
31049	2	0.838007170737189	0.359967343631676	0.876119769309047
13335	2	0.837979264989492	0.359975342260836	0.876119769309047
15650	7	6.59424150213232	0.360005030476463	0.876119769309047
12901	6	5.48109294621534	0.36002356258381	0.876119769309047
3304	4	3.21218750802557	0.360052685522528	0.876119769309047
32017	3	2.04296318313871	0.360061081327805	0.876119769309047
3376	3	2.0429198562901	0.360068881568275	0.876119769309047
31515	4	3.21176062262627	0.360113939751228	0.876173073855671
37506	2	0.837259516696078	0.360181728447387	0.876198002278528
22347	3	2.04211712744121	0.360213429413926	0.876198002278528
19725	8	7.6954287073404	0.360215151566911	0.876198002278528
14250	3	2.04209845647478	0.360216792196048	0.876198002278528
10735	3	2.04174589414048	0.36028029722981	0.876296152246747
17040	3	2.04082433305301	0.360446345634063	0.876643685937071
5534	3	2.04056763876457	0.360492610862112	0.876643887357434
7795	2	0.836153598961032	0.360499165650522	0.876643887357434
33876	2	0.836095270043253	0.360515918798053	0.876643887357434
20012	2	0.83600022931171	0.360543218558322	0.876653944719452
2435	2	0.835370750480186	0.360724103735826	0.876759939374004
23895	2	0.835325537659043	0.360737100773316	0.876759939374004
3377	3	2.03911372037056	0.360754769558822	0.876759939374004
9494	2	0.835263669307968	0.360754886714463	0.876759939374004
6880	4	3.20678244794127	0.360828928161209	0.876759939374004
17770	2	0.834936494934993	0.360848963053023	0.876759939374004
29395	2	0.834868410484574	0.360868544436365	0.876759939374004
30742	3	2.03821784025584	0.360916402269171	0.876759939374004
12124	2	0.834524820203979	0.360967384848306	0.876759939374004
9989	3	2.03787763789562	0.360977799796866	0.876759939374004
36509	2	0.834427341624258	0.360995433250998	0.876759939374004
23716	2	0.8343736269163	0.361010890359234	0.876759939374004
26778	2	0.834254234880603	0.361045250244718	0.876759939374004
6994	2	0.83409836423115	0.361090115113966	0.876759939374004
12488	3	2.03719170683944	0.3611016239711	0.876759939374004
33264	2	0.834022007551582	0.361112095966725	0.876759939374004
25892	3	2.0371261636599	0.361113458039296	0.876759939374004
19632	6	5.47104693004156	0.361131136417386	0.876759939374004
15464	2	0.833848590541333	0.361162024502918	0.876759939374004
21694	6	5.47061981156787	0.361178282002045	0.876759939374004
37604	3	2.03664848269846	0.361199716851847	0.876759939374004
8203	3	2.03664425260163	0.361200480807543	0.876759939374004
37685	2	0.833636810054932	0.361223011192422	0.876759939374004
27199	2	0.833602298462261	0.361232950884599	0.876759939374004
18612	3	2.0361176303354	0.361295601438037	0.876759939374004
7074	3	2.03609937637871	0.361298898990216	0.876759939374004
23376	3	2.0359488572592	0.361326091209519	0.876759939374004
23011	2	0.833226127801758	0.361341316360384	0.876759939374004
35001	2	0.833208221537022	0.361346475831075	0.876759939374004
8247	2	0.833196173518612	0.361349947377093	0.876759939374004
24338	3	2.03574081284729	0.361363679101549	0.876759939374004
3482	3	2.03574055559764	0.361363725581892	0.876759939374004
1272	3	2.03569372818898	0.36137218654437	0.876759939374004
17681	3	2.03558267318062	0.361392253197088	0.876759939374004
6003	3	2.03553940401871	0.361400071851624	0.876759939374004
26581	2	0.832950294079691	0.361420805743641	0.876759939374004
18034	3	2.03484919014321	0.361524815047356	0.876811197152526
21577	2	0.832588700073192	0.361525045956713	0.876811197152526
22769	2	0.832497287988057	0.361551404774758	0.876811197152526
25770	2	0.832469239540039	0.361559493120406	0.876811197152526
19113	3	2.03458288381775	0.361572956424902	0.876811197152526
21797	3	2.03453870963263	0.361580942608452	0.876811197152526
24986	3	2.03425047172853	0.361633057030231	0.876881386235655
3049	2	0.831781506544887	0.361757893195417	0.87695775095679
14231	3	2.03345974949522	0.361776060946708	0.87695775095679
7098	3	2.03334565091516	0.361796700602869	0.87695775095679
7533	4	3.1999548959991	0.361811526284754	0.87695775095679
27866	4	3.19994806540362	0.361812510476444	0.87695775095679
25779	3	2.03322728022311	0.361818114299468	0.87695775095679
7465	4	3.19984922202551	0.361826752660526	0.87695775095679
11401	3	2.03295865603477	0.361866714111806	0.876998441487923
3487	3	2.03264124964588	0.361924148072653	0.877081469421633
22834	3	2.03227797611191	0.361989892775451	0.877184625558952
23496	2	0.830803120064891	0.36204040124541	0.877229161929927
11973	3	2.03192033645428	0.362054629534045	0.877229161929927
20818	3	2.03172846177904	0.362089365757499	0.877251512696427
19887	3	2.03155691310721	0.362120425064415	0.877251512696427
18721	3	2.03139723015725	0.362149338447502	0.877251512696427
15514	5	4.33800891683056	0.362189772597706	0.877251512696427
30729	3	2.03110469007201	0.362202313920939	0.877251512696427
2258	2	0.830228447299755	0.36220647941005	0.877251512696427
14957	7	6.57207822369738	0.362237922661509	0.877251512696427
27340	4	3.19686862281369	0.362256449780802	0.877251512696427
24412	2	0.830000204757243	0.362272469796873	0.877251512696427
384	4	3.19583463861091	0.36240561662716	0.87746779330376
7892	2	0.829531083516598	0.362408156136212	0.87746779330376
9389	3	2.02966838486557	0.362462523879621	0.877543288046835
2450	3	2.02948963545096	0.36249492030929	0.87754964133762
12295	3	2.02939803620202	0.362511522820704	0.87754964133762
8904	2	0.828920342035722	0.362584909236811	0.877671152860656
27508	3	2.02881018465659	0.362618089960814	0.87769533337535
12529	2	0.828563238232979	0.362688312901933	0.877809163527949
31483	3	2.0277238900712	0.36281509849214	0.878059868111877
36014	3	2.02758779361035	0.362839788257603	0.878063471219212
790	3	2.02742631990357	0.362869083982997	0.878078219464226
770	2	0.827603510635242	0.362966415489074	0.878257589706508
35778	2	0.827402291612563	0.363024760586339	0.878292009436385
33803	3	2.02624259616032	0.363083915927346	0.878292009436385
19951	2	0.82713275659524	0.363102934780987	0.878292009436385
15975	2	0.827043605510385	0.363128796707569	0.878292009436385
4741	2	0.826926763630797	0.363162695340574	0.878292009436385
11317	3	2.02576029795935	0.36317148384511	0.878292009436385
29570	2	0.826867796867825	0.363179804674742	0.878292009436385
28604	2	0.826772144324599	0.363207560838012	0.878292009436385
20162	2	0.826730309922586	0.363219701139147	0.878292009436385
15013	5	4.32966636948068	0.363224987377326	0.878292009436385
30536	2	0.826659415582766	0.36324027588601	0.878292009436385
13970	3	2.02516107549048	0.363280310403712	0.878292009436385
11935	5	4.3287387976375	0.36334023210828	0.878292009436385
13204	8	7.66195833689154	0.363343321272137	0.878292009436385
2035	4	3.18925065492134	0.36335669299927	0.878292009436385
37601	3	2.02438611546691	0.363421101537783	0.878292009436385
22398	5	4.32806433281737	0.363424048005542	0.878292009436385
21752	2	0.825945108623214	0.363447669909989	0.878292009436385
20914	4	3.18838559857843	0.363481812867565	0.878292009436385
14184	4	3.18834892409431	0.36348711820603	0.878292009436385
20356	5	4.32722359282	0.363528548247396	0.878292009436385
9518	3	2.02378613460693	0.363530140744841	0.878292009436385
30275	2	0.825507365523059	0.363574846496938	0.878292009436385
12526	3	2.0235034718259	0.363581522595976	0.878292009436385
6787	3	2.02347365080197	0.363586943823035	0.878292009436385
19559	2	0.825333157611905	0.363625475881144	0.878292009436385
12317	4	3.18723689659876	0.363648016043828	0.878292009436385
29232	3	2.02311966650339	0.363651301552914	0.878292009436385
36010	3	2.02280144067325	0.363709167775083	0.878292009436385
26549	3	2.02274312634672	0.363719772657272	0.878292009436385
11872	3	2.02274274669833	0.363719841700092	0.878292009436385
26803	3	2.02270464789017	0.363726770412321	0.878292009436385
9982	4	3.18655664269529	0.363746471381543	0.878292009436385
30994	3	2.02172976757073	0.363904108664769	0.878616580320691
23417	3	2.02159143818087	0.363929278851862	0.878621299274532
15277	2	0.824207165450797	0.363952954117253	0.878622408721156
22904	3	2.0212257927682	0.363995819469918	0.878623321862579
35527	2	0.824046330604094	0.363999763871568	0.878623321862579
25475	2	0.823963833635694	0.364023777217662	0.878625246975743
10169	3	2.02082358904504	0.364069027067667	0.878678426018936
36240	3	2.02046143543595	0.364134957492777	0.878725772180164
20543	5	4.32175731789236	0.364208558188414	0.878725772180164
3090	4	3.1833208565511	0.364215111830141	0.878725772180164
31783	3	2.01995717651314	0.364226778218357	0.878725772180164
29166	4	3.18314900153344	0.364240016222294	0.878725772180164
27299	3	2.01976396463568	0.364261966387844	0.878725772180164
7881	3	2.01972214162867	0.364269583732876	0.878725772180164
19270	5	4.32111538830732	0.364288480408742	0.878725772180164
23508	4	3.18275160605302	0.364297610460994	0.878725772180164
1656	5	4.32019436137582	0.36440317518285	0.87892438773629
30916	3	2.01856091222145	0.364481145421238	0.879013811367162
9998	2	0.822374941973221	0.364486702472781	0.879013811367162
24078	3	2.01832573579756	0.364524006627353	0.879047760597604
5011	3	2.01802952890421	0.364577997887177	0.879121506896616
13158	3	2.01790309781435	0.364601045612463	0.879121506896616
23232	2	0.821874697480998	0.364632617954847	0.879131886986993
15018	3	2.01749944859591	0.364674638502193	0.879131886986993
10229	2	0.821729319635212	0.364675038149575	0.879131886986993
13419	3	2.0173187525155	0.364707587629516	0.879154354230997
9072	3	2.01705444800753	0.364755787744073	0.879161394354081
21357	4	3.17934800464934	0.364791213494512	0.879161394354081
27341	2	0.82123563618182	0.36481914241638	0.879161394354081
3562	3	2.0166910570706	0.364822068239054	0.879161394354081
29573	2	0.821090160012921	0.364861621389039	0.879161394354081
3371	2	0.821066005670779	0.36486867510893	0.879161394354081
30537	2	0.820963627349787	0.364898574439821	0.879161394354081
2023	2	0.820955430837043	0.364900968357508	0.879161394354081
15231	3	2.01594002916824	0.364959089740508	0.879161394354081
22871	3	2.01591355615574	0.364963920555751	0.879161394354081
886	3	2.01581678852892	0.364981579329181	0.879161394354081
17051	2	0.820653155335135	0.364989267771794	0.879161394354081
29098	2	0.820470620313171	0.365042603453286	0.879226479703148
30572	2	0.820401674844767	0.365062751732158	0.879226479703148
21034	3	2.01505912515331	0.365119872110087	0.879308092897126
24616	2	0.819836806162413	0.365227884189454	0.879512248984098
8817	4	3.17605014491127	0.36527003104097	0.87953110913767
9387	2	0.819441966797784	0.365343372140061	0.87953110913767
21258	2	0.819351739548394	0.365369770130807	0.87953110913767
4145	4	3.17535933274155	0.365370398882057	0.87953110913767
15870	2	0.819297842929937	0.365385540048183	0.87953110913767
11252	3	2.01359937576902	0.365386461140798	0.87953110913767
2155	4	3.17516667523323	0.365398394254917	0.87953110913767
16035	4	3.17453293912745	0.365490496503577	0.879681314697106
22867	6	5.43157495533196	0.365507284088463	0.879681314697106
641	8	7.63832630358377	0.365562980257633	0.87970165599696
5102	3	2.0121328753975	0.365654479081397	0.87970165599696
3055	4	3.17334594828315	0.365663058263636	0.87970165599696
16255	2	0.818133873017976	0.365726343023474	0.87970165599696
20325	4	3.1727461843468	0.365750277123325	0.87970165599696
10548	3	2.01151992696852	0.365766559924715	0.87970165599696
36274	2	0.817961030660546	0.365776987752614	0.87970165599696
6207	3	2.01144103652934	0.365780987951547	0.87970165599696
12800	3	2.0114295274264	0.365783092863125	0.87970165599696
17413	3	2.01124077316515	0.365817616050935	0.87970165599696
10531	4	3.17220870843115	0.365828453155065	0.87970165599696
35833	2	0.817769073718695	0.365833244669133	0.87970165599696
15519	4	3.17190597861489	0.365872491630711	0.87970165599696
52	3	2.01091133484955	0.365877878183586	0.87970165599696
35885	3	2.01088338568791	0.365882991209293	0.87970165599696
25186	2	0.817576440652369	0.365889711804682	0.87970165599696
761	3	2.01073090106081	0.365910888038476	0.87970165599696
1154	3	2.01057624556673	0.36593918419709	0.879706044989884
31593	3	2.01046684153957	0.365959202354826	0.879706044989884
20728	2	0.81690693828117	0.366086059210158	0.879847605257154
